name,id_production_companies,id_movies
Rita Filmes,19609.0,469172
Freefall Films,10962.0,132923
Incognito Pictures,12701.0,132923
Hollywood Sky Entertainment,12702.0,132923
Releaseme Productions,12703.0,132923
Vortex Words Pictures,8691.0,138376
Pathé Renn Productions,866.0,4171
TF1 Films Production,3823.0,4171
Bel Ombre Films,4600.0,4171
Radio Télévision Belge Francophone (RTBF),7466.0,4171
Antigone Cinéma,22377.0,4171
Les Films de l'Etang,22378.0,4171
UFA Filmproduktion GmbH,585.0,48742
Dor Film Produktionsgesellschaft GmbH,608.0,48742
Schiwago Film,1747.0,48742
Hugo Films,2389.0,48742
3Sat,8134.0,48742
ZDF Productions,8595.0,48742
Vertigo Films,10393.0,115276
Embargo Films,22789.0,115276
Provident Films,3291.0,74549
First National Pictures,3245.0,44668
The Vitaphone Corporation,9329.0,44668
Nu Image Films,925.0,76617
Lions Gate,6644.0,76617
Poe/films,39329.0,135200
Village Roadshow Pictures,79.0,82682
Lin Pictures,2723.0,82682
Warner Bros.,6194.0,82682
Langley Park Production,8057.0,82682
Marshville Productions,4038.0,22066
New Horizon Picture Corp.,6086.0,46500
Wildwood Enterprises,316.0,87496
Kingsgate Films,770.0,87496
Brightlight Pictures,1063.0,87496
Voltage pictures,6633.0,87496
TCYK North Productions,55063.0,87496
Quickfire Films,4186.0,98339
H2O Motion Pictures,11875.0,98339
2262730 Ontario,11876.0,98339
Middle Child Films Inc.,11877.0,98339
Bleiberg Entertainment,1872.0,68812
Millennium Films,10254.0,68812
Nordisk Film,235.0,46953
Filmpool Stockholm Mälardalen,33821.0,46953
Fladen Film,44599.0,46953
Swedish Television,44600.0,46953
Danmarks Radio (DR),119.0,79528
Yleisradio (YLE),5975.0,79528
BBC,5996.0,79528
Arte France,6111.0,79528
Screen East,7276.0,79528
Impact Partners,14909.0,79528
HBO Documentary Films,17980.0,79528
Zazen Producciones,30266.0,79528
Avenue B Productions,36321.0,79528
SBS TV,45531.0,79528
Stampede Films,76190.0,79528
Bitter Films,63349.0,147538
Endgame Entertainment,1205.0,139038
Wayans Bros. Entertainment,1608.0,139038
IM Global,7437.0,139038
Open Road Films,10427.0,139038
Noir Blanc Films,25261.0,66193
Carolina Film Works,25262.0,66193
Throttle Films,25263.0,66193
Living Films,2877.0,85533
Lotus Film,50451.0,85533
Quinte Film GmbH,51303.0,85533
Libra Film,11191.0,140668
Intrepid Films,46104.0,38138
NHK,15505.0,114994
CreativeEAST,21963.0,114994
Dalpaengee,21964.0,114994
DC Comics,429.0,142061
Warner Bros. Animation,2785.0,142061
Warner Premiere,4811.0,142061
DC Entertainment,9993.0,142061
Atlantic Releasing Corporation,18947.0,124167
France 3 Cinéma,591.0,103740
Why Not Productions,729.0,103740
Eurimages,850.0,103740
Wild Bunch,856.0,103740
Les Films Du Fleuve,1926.0,103740
Canal+,5358.0,103740
Mobra Films,5545.0,103740
Ciné+,10611.0,103740
France Télévisions,11795.0,103740
Centre National de la Cinématographie (CNC),18367.0,103740
Mandragora Movies,20643.0,103740
Romanian National Center for Cinematography,35018.0,103740
Universal Pictures,33.0,115223
Universal Pictures,33.0,88557
EM Media,1917.0,53445
Film4,9349.0,53445
KF Praha – Studio kresleného a loutkového filmu,55973.0,100592
Ústřední půjčovna filmů Praha,77601.0,100592
Eurimages,850.0,102000
Archipel 35,2695.0,102000
Canal+,5358.0,102000
Vega Film,8138.0,102000
Ciné+,10611.0,102000
Centre National de la Cinématographie (CNC),18367.0,102000
Radio Télévision Suisse (RTS),20663.0,102000
Office Fédéral de la Culture,21990.0,102000
Fonds Regio Films,21995.0,102000
Bande a Part Films,28336.0,102000
Suissimage,37647.0,102000
Zuercher Filmstiftung,38424.0,102000
Passion Pictures,11594.0,135921
Red Box Films,12840.0,135921
Charles B. Pierce Film Productions,11468.0,41604
Walt Disney Productions,3166.0,33331
Brandman Productions,3025.0,31046
Sony Pictures Television,11073.0,31046
TWS Productions II,12014.0,31046
Brandman Productions,3025.0,30347
Sony Pictures Television,11073.0,30347
TWS Productions II,12014.0,30347
Brandman Productions,3025.0,26114
Sony Pictures Television,11073.0,26114
TWS Productions II,12014.0,26114
Personafilm,7447.0,106541
Brandman Productions,3025.0,43263
Sony Pictures Television,11073.0,43263
TWS Productions II,12014.0,43263
Brandman Productions,3025.0,59238
Sony Pictures Television,11073.0,59238
TWS Productions II,12014.0,59238
Brandman Productions,3025.0,110148
Sony Pictures Television,11073.0,110148
TWS Productions II,12014.0,110148
Cinergi Pictures Entertainment,1504.0,79983
Panamax Films,3769.0,79983
Amagram,2861.0,14078
Fidélité Films,2927.0,134673
Zininsa Film Production,7653.0,32168
Di Bonaventura Pictures,435.0,76640
Universal Pictures,33.0,132232
Toma 78,10677.0,132232
De Milo,10678.0,132232
Miso Film,5123.0,15932
erbp,44640.0,145197
Metro-Goldwyn-Mayer (MGM),8411.0,152570
Steam Motion & Sound,6857.0,66720
Fábula,21546.0,91552
Black Camel Pictures,12977.0,100183
Eagle Rock Entertainment,8273.0,458961
WNET Thirteen,40961.0,458961
Barking Dog Productions,90755.0,458961
Universal TV,537.0,84834
Regency Enterprises,508.0,98357
Inferno International,7415.0,98357
1984 Private Defense Contractors,8532.0,98357
Closest to the Hole Productions,8537.0,98357
New Regency Pictures,10104.0,98357
Emmett/Furla Films,10405.0,98357
Envision Entertainment Corporation,11030.0,98357
Black Bear Pictures,22146.0,98357
Leverage Communications,25790.0,98357
Anzervos,40020.0,47713
Showbox/Mediaplex,10923.0,89501
㈜팔레트픽처스,89010.0,89501
A24,41077.0,121872
BBC Films,288.0,84336
Element Pictures,3353.0,84336
Irish Film Board,5267.0,84336
Lipsync Productions,9987.0,84336
Unanimous Pictures,13242.0,84336
UKFS,37343.0,84336
Film Fund FUZZ,5241.0,53567
Yesbox Productions,6615.0,53567
Vacationeer Productions,12875.0,114779
Gordon Bijelonic / Datari Turner Films,16042.0,114779
ARM Entertainment,38395.0,114779
Attainment Media Group,38396.0,114779
Universal Pictures,33.0,52480
Acre Enterprises,14959.0,84839
Allied Artists Pictures,4928.0,97353
The Asylum,1311.0,59197
The Global Asylum,1371.0,59197
Parts and Labor,6531.0,84290
Alarum PIctures,36712.0,84290
Tiny Dancer Films,54036.0,84290
Columbia Pictures Corporation,441.0,71768
Tessalit Production,8050.0,68178
40 Acres & A Mule Filmworks,4319.0,84328
Pickford Film,38097.0,70753
Caramel Films,6623.0,53861
CJ Entertainment,7036.0,77117
CJ Entertainment,7036.0,94047
Directors,22151.0,94047
SK Planet,22152.0,94047
Gaumont,9.0,85872
TF1 Films Productions,356.0,85872
Viens Films,67646.0,47863
The 7th Floor,5708.0,54075
SC Films,43388.0,54075
Nicetop Independent,5922.0,26005
Nicetop Independent Ltd,5923.0,26005
Jim McCullough Productions,9165.0,43753
Polski State Film,24674.0,121455
"ZRF ""Kamera""",76032.0,121455
Greenestreet Films,2150.0,87818
Relativity Media,7295.0,87818
Virgin Produced,8852.0,87818
Wessler Entertainment,8890.0,87818
Witness Protection Films,8891.0,87818
HBO,6068.0,118424
Republic Pictures,1432.0,24925
Blue Rider Pictures,2623.0,24925
Producers Releasing Corporation,3759.0,100747
Angelus Productions,8232.0,100747
Moonlighting Films,9137.0,156717
CC Capital Arts Entertainment SRL,17008.0,156717
Slovenská filmová tvorba Koliba (SFT),12514.0,124414
Slovenský film Bratislava,18370.0,124414
Canana Films,1719.0,81634
Bärbel Mauch Film,74619.0,81634
Escuela Internacional de Cine y Televisión (EICTV),89823.0,81634
Cinémaginaire Inc.,280.0,160989
Canal+,5358.0,160989
Centre National de la Cinématographie (CNC),18367.0,160989
SND,2902.0,119283
Focus Films,1268.0,91186
Sil-Metropole Organisation,5686.0,91186
Bona International Film Group,8250.0,91186
Vsesoyuznyj Gosudarstvennyj Institut Kinematografii (VGIK),13880.0,118557
Big Talk Productions,443.0,117974
StudioCanal,694.0,117974
British Film Institute (BFI),7281.0,117974
Film4,9349.0,117974
Avex Entertainment,2788.0,28830
Horipro,4330.0,28830
Nippon Television Network (NTV),20192.0,28830
Paramount Pictures,4.0,60304
Studio Babelsberg,264.0,60304
MTV Films,746.0,60304
Gary Sanchez Productions,4740.0,60304
Metro-Goldwyn-Mayer (MGM),8411.0,60304
Deutsche Filmförderfonds (DFFF),11238.0,60304
Oxymoron Entertainment,12357.0,109520
Mallick Media,12358.0,109520
Fono Roma,144.0,44450
Franco London Films,1477.0,44450
Compagnie Industrielle et Commerciale Cinématographique (CICC),11788.0,44450
The Movie Network (TMN),3388.0,39750
Syfy,6677.0,39750
Cinetel Films,10399.0,39750
Movie Central Network,11551.0,39750
Super Écran,11578.0,39750
Reel One Pictures,44675.0,39750
National Bank of Canada TV and Motion Picture Group,48189.0,39750
Mangusta Productions,3728.0,91679
Cunningham & Maybach Films,10056.0,91679
Freestyle Picture Company,17731.0,91679
Maybach Film Productions,26952.0,91679
Cre Film,88152.0,91679
SVT,3179.0,129728
Film i Väst,6417.0,129728
B-Reel Feature Films,39407.0,129728
Turner Pictures,1765.0,109475
New Wave Entertainment,2953.0,146837
Toho Film (Eiga) Co. Ltd.,622.0,19336
Toho Company,882.0,19336
Toho Eizo Co.,70472.0,19336
Touchstone Television,1558.0,24105
Storyline Entertainment,8797.0,24105
Paramount Pictures,4.0,74397
Amicus Productions,4630.0,74397
Fernwood-Reynard,51719.0,91422
EuropaCorp,6896.0,51071
Svensk Filmindustri (SF),6181.0,76848
Scott Free Productions,1645.0,87499
Girl & Chocolate Skateboards,12069.0,144680
Television Corporation of America,65909.0,42452
Filmlance International AB,2669.0,50006
Columbia Pictures Corporation,441.0,50076
Ministry of Culture and Tourism,27099.0,138574
2/35,29241.0,138574
Bulut Film,94985.0,138574
Hubert Bals Fund,13413.0,114962
ARTE,5766.0,172003
SSR SRG Idée Suisse,12431.0,172003
Böcek Yapım,15269.0,56919
Eurimages,850.0,127864
Motion Investment Group,1991.0,127864
Arte France,6111.0,127864
Televisión Española (TVE),6639.0,127864
Televisió de Catalunya TV3,6778.0,127864
Arte France Cinéma,6916.0,127864
Arcadia Motion Pictures,7543.0,127864
Noodles Production,7792.0,127864
uFilm,8676.0,127864
Banque Postale Image 4,8907.0,127864
Canal+ España,9335.0,127864
Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),9974.0,127864
Le Tax Shelter du Gouvernement Fédéral de Belgique,11921.0,127864
Palatine Étoile 9,12100.0,127864
Centre National du Cinéma et de L'image Animée (CNC),17298.0,127864
Umedia,19037.0,127864
uFund,22127.0,127864
Institut Català de les Empreses Culturals (ICEC),35559.0,127864
"Sundance Institute, The",37264.0,127864
Nix Films,53195.0,127864
"Kraken Films, The",66894.0,127864
Sisifo Films AIE,78943.0,127864
O Som e a Fúria,9020.0,93858
Head Games the Film,13231.0,127505
National Film Board of Canada (NFB),17027.0,89750
Makuhari Media,13041.0,114562
Teamfilm AS,14623.0,281007
Zentropa Productions,1880.0,57436
Nordisk Film,17516.0,57436
Canal+Polska,250.0,39936
Telewizja Polska - Agencja Filmowa,15417.0,39936
Prasa i Film,27383.0,39936
Onyx Films,2203.0,58244
Studio 37,2577.0,58244
Jouror Productions,12391.0,58244
France 2 Cinéma,45970.0,58244
Transfilm,48188.0,58244
Upside Down Films,53495.0,58244
Les Films Upside Down,53496.0,58244
Kinologic Films,53497.0,58244
Corona Pictures,12905.0,162145
Starchild Pictures,12906.0,162145
Gerald Kargl,3552.0,18912
Stanley Kramer Productions,893.0,33735
Milky Way Image Company,5632.0,271504
State Street Pictures,3356.0,81446
Lleju Productions,12410.0,81446
Rival Pictures,2830.0,83890
Gordon Bijelonic / Datari Turner Films,12876.0,83890
TideRock Films,44396.0,83890
Taggart Productions,51235.0,83890
Hollywood Studios,58590.0,83890
Stony Island Films,65144.0,83890
Zhi Media,65146.0,83890
Lakeshore Entertainment,126.0,121824
Sidney Kimmel Entertainment,737.0,121824
Lionsgate,1632.0,121824
GMT Productions,10051.0,70793
Panache Productions,12407.0,70793
No Money Productions,26569.0,70793
UTV Spotboy Motion Pictures,5571.0,45316
British Broadcasting Corporation (BBC),3324.0,34843
Canana Films,1719.0,110398
Participant Media,6735.0,110398
Fabula,24459.0,110398
Goldcrest Pictures,11843.0,90369
Gold Circle Films,12026.0,150202
Sony Pictures Entertainment,5752.0,13648
Capcom,7220.0,13648
Paramount Pictures,4.0,40767
Fastnet Films,5353.0,33786
Di Bonaventura Pictures,435.0,109421
Endgame Entertainment,1205.0,109421
Universal,6292.0,109421
Open Road Films,10427.0,109421
Relativity Media,7295.0,121598
Hamilton-Mehta Productions,89772.0,121598
Madras Talkies,3118.0,147815
Stuber Productions,4403.0,109431
Aggregate Films,37361.0,109431
DumbDumb,37362.0,109431
Magnet Releasing,3595.0,87436
Drafthouse Films,10485.0,87436
Dionysos Films Oy,4101.0,178806
FJ Filmi,38212.0,270002
Digital Frontier,3361.0,133121
Sony Pictures Entertainment,5752.0,133121
Capcom Company,14788.0,133121
Radio-televizija Federacije Bosne i Hercegovine (RTVFBiH),26105.0,177155
Refresh Production,26106.0,177155
Triglav Film,27706.0,207655
Precinct 13 Entertainment,51360.0,13946
Film Foundry Partners,719.0,60011
Les Films du Poisson,2426.0,127918
Cinephil,2632.0,127918
RTBF,5867.0,127918
Arte France,6111.0,127918
NDR,8047.0,127918
American Zoetrope,70.0,124461
A24,41077.0,124461
Porchlight Films,6237.0,121835
Rohfilm,18485.0,121835
Edge City Films,32232.0,121835
Canal+Polska,250.0,167179
Agora Entertainment,5469.0,167179
Film It,76035.0,167179
Busboy Productions,8290.0,136553
"Straight Talk, Inc",10996.0,136553
North American Film Enterprises,76866.0,119010
Ice Cold Productions,3336.0,17577
Empyreal Entertainment,3337.0,17577
Ringleader Studios,3338.0,17577
Voltage Pictures,10255.0,46541
Perpetual Media Capital,13792.0,46541
Arramis Films,16936.0,46541
Alchemedia Films,34788.0,46541
Philippe Martinez Productions,50963.0,46541
Universal Marion Corporation (UMC),46412.0,59005
Cherokee Productions,2418.0,233204
Emperor Motion Pictures,2726.0,98567
JCE Movies,5649.0,98567
Egoli Tossell Film AG,2254.0,127370
Steel Mill Pictures,15282.0,127370
Coolmore Productions,15283.0,127370
Alcon Entertainment,1088.0,109491
Warner Bros.,6194.0,109491
Belle Pictures,32184.0,109491
3 Arts Entertainment,36390.0,109491
Columbia Pictures Corporation,441.0,115834
Norma Productions,584.0,115834
Halburt Productions,18312.0,115834
Elmalma Marka Iletisim,84863.0,64335
AA Film Prodüksiyon,84864.0,64335
WWE Studios,10339.0,44946
Ingenious Media,290.0,47964
Twentieth Century Fox Film Corporation,306.0,47964
Dune Entertainment,444.0,47964
Mid Atlantic Films,2735.0,47964
Big Screen Productions,10893.0,47964
Temple Hill Entertainment,12292.0,47964
TSG Entertainment,22213.0,47964
Giant Pictures,34396.0,47964
Origo Film Group,34397.0,47964
Metro-Goldwyn-Mayer (MGM),8411.0,103205
De Grunwald Productions,12744.0,103205
Brandman Productions,3025.0,37348
Turner Network Television (TNT),5730.0,37348
TWS Productions II,12014.0,37348
Relativity Media,7295.0,107811
Virgin Produced,8852.0,107811
Mandeville Films,10227.0,107811
SkyLand Entertainment,52337.0,107811
Soyuzmultfilm,14599.0,36079
Studio Golestan,72152.0,44065
ARTE,5766.0,130750
Storyline Entertainment,8797.0,130750
Impact Partners,14909.0,130750
ZDF,21404.0,130750
TVO,75168.0,130750
Knowledge,75169.0,130750
Temple Hill Productions,722.0,112949
Relativity Media,7295.0,112949
Canal+Polska,250.0,85545
Zweites Deutsches Fernsehen (ZDF),4606.0,85545
Slot Machine,7777.0,85545
Zentropa International Köln,8289.0,85545
Zentropa International,8556.0,85545
Liberator Productions,11239.0,85545
Shot - Szumowski,15066.0,85545
Big Focus Television,28775.0,160220
Spring Films,9158.0,123678
Final Cut for Real,29062.0,123678
Piraya Film A/S,29063.0,123678
Novaya Zemlya,29064.0,123678
First National Pictures,3245.0,144465
New South Wales Film & Television Office,418.0,46226
Nordisk Film,235.0,56991
Film i Väst,6417.0,56991
TV4 Sweden AB,8267.0,56991
Modern Studios,10909.0,56991
Strix Drama AB,10910.0,56991
Lester Film,10911.0,56991
LiteGrip AB,10912.0,56991
Fido Film AB,10913.0,56991
Universal Pictures,33.0,53657
Belafonte Enterprises,37664.0,158262
Signature Pictures,2982.0,122857
Foresight Unlimited,21897.0,122857
Baumgarten Management and Productions (BMP),23423.0,122857
Highland Park Classics,58674.0,84330
IFC Midnight,70784.0,84330
Nimbus Film Productions,11672.0,34061
First National Pictures,3245.0,126122
Puella Films,31550.0,163845
Rainmaker Entertainment,2213.0,68179
Mainframe Entertainment,5024.0,68179
"Weinstein Company, The",7289.0,68179
Lane Street Pictures,8142.0,161187
Pictures from the Fringe,41510.0,161187
Comedy Central Films,7480.0,44220
Teleimage,7765.0,58235
TV Zero,22916.0,58235
Damasco Filmes,93184.0,58235
Rio Filmes,93185.0,58235
Green/Epstein Productions,1192.0,61382
World International Network (WIN),9024.0,61382
Filmimaa,6882.0,60993
Sony Pictures Classics,58.0,132344
Castle Rock Entertainment,97.0,132344
Detour Filmproduction,11510.0,132344
Faliro House Productions,19246.0,132344
Venture Forth,20313.0,132344
Likely Story,1785.0,89008
ATO Pictures,1962.0,89008
Olympus Pictures,7400.0,89008
4th Row Films,14007.0,103161
Prewar Cinema Productions,30401.0,103161
G.R.P. Cinematografica,12727.0,59912
HBO,6068.0,55204
Sola Digital Arts,23333.0,114478
Stage 6 Films,29097.0,114478
Norddeutscher Rundfunk (NDR),7201.0,36096
Puck Film Productions,50382.0,36096
Vaughan Films,79775.0,36096
British Film Finance,79776.0,36096
Fantefilm,3079.0,136080
Film Fund FUZZ,5241.0,136080
Front Street Productions,1450.0,134411
Participant Media,6735.0,134411
Imagenation Abu Dhabi FZ,6736.0,134411
Exclusive Media Group,11448.0,134411
Spitfire Pictures,14739.0,134411
Omega Film AB,7906.0,55167
Jörn Donner Productions,17644.0,55167
FJ Filmi,38212.0,55167
Danmarks Radio (DR),119.0,50275
SVT,3179.0,50275
Norsk Rikskringkasting (NRK),5404.0,50275
BBC,5996.0,50275
ZDF Productions,8595.0,50275
Piraya Film A/S,29063.0,50275
Barrandov Studios,6242.0,205864
Greek Film Center,7254.0,205864
Hellenic Radio & Television (ERT),7255.0,205864
2/35,29241.0,205864
Guanaco,70788.0,205864
Stefi Films,71981.0,205864
OPAP,75332.0,205864
Alliance Films,2514.0,145135
Blumhouse Productions,3172.0,145135
Automatik Entertainment,7625.0,145135
Cinema Vehicle Services,25673.0,145135
SF Film Production ApS,49069.0,133783
Schiwago Film,1747.0,130739
ARTE,5766.0,130739
Hessischer Rundfunk (HR),9292.0,130739
Chromosom Filmproduktion,10847.0,130739
Huayi Brothers,3393.0,170657
EDKO Film,12205.0,170657
China Film Group Corporation (CFGC),14714.0,170657
Bingo Movie Development,22838.0,170657
Village Roadshow Pictures Asia,22839.0,170657
Chinavision Media Group,22840.0,170657
Overseas FilmGroup,888.0,28090
Medusa Pictures,68248.0,28090
The Movie House Sales Company,80297.0,28090
Fadd Enterprises,80298.0,28090
Rysher Entertainment,11661.0,236035
Cocinor,512.0,67556
C.A.P.A.C.,14074.0,67556
Copra Films,34033.0,67556
C.A.P.A.C.,14074.0,90228
CAPAC,1122.0,143796
Les Films de la Colombe,2390.0,143796
New Line Cinema,12.0,81005
Original Film,333.0,81005
Legendary Pictures,923.0,81005
Warner Bros.,6194.0,81005
Big Kid Pictures,8406.0,81005
Bad Hat Harry Productions,9168.0,81005
StudioCanal,694.0,146203
CBS Films,5490.0,146203
HBO Documentary,14914.0,103162
Whyaduck Productions,62702.0,103162
Globe Enterprises,15299.0,86244
RKO Teleradio Pictures,15300.0,86244
Offside,5030.0,53399
Razor Film Produktion GmbH,703.0,129112
Highlook Communications Group,84788.0,129112
Rotana Film Production,84789.0,129112
Dubai Entertainment and Media Organization,84790.0,129112
Dor Film Produktionsgesellschaft GmbH,608.0,59255
Walt Disney Productions,3166.0,43650
Paramount Pictures,4.0,72559
Di Bonaventura Pictures,435.0,72559
Hasbro,2598.0,72559
Skydance Productions,6277.0,72559
Metro-Goldwyn-Mayer (MGM),8411.0,72559
Saints LA,19719.0,72559
Sveriges Television (SVT),3221.0,71325
Film i Skåne,12477.0,71325
Lebox Produktion AB,14170.0,71325
Televisión Española (TVE),6639.0,74052
Media Films,10123.0,74052
El Virgili Films,81884.0,74052
Fox Searchlight Pictures,43.0,86825
Scott Free Productions,1645.0,86825
Indian Paintbrush,9350.0,86825
Trilogy Entertainment Group,2231.0,152259
RCR Media Group,17837.0,152259
Solar Filmworks,22564.0,152259
Madeleine Films,1147.0,138906
C.A.P.A.C.,14074.0,138906
Les Productions de la Guéville,17873.0,138906
Roswell Films,48176.0,157117
Therapy Content,48177.0,157117
Walt Disney Pictures,2.0,68728
Roth Films,16314.0,68728
Almena Films,4804.0,28485
Cinevisión,4807.0,28485
Original Film,333.0,102362
WWE Studios,10339.0,102362
DreamWorks Animation,521.0,49519
Shôchiku Eiga,5070.0,159412
Shôchiku Eiga,5070.0,143946
Rhombus Media,164.0,44158
Shadow Shows,12976.0,44158
Participant Media,6735.0,72841
Rat Pack Filmproduktion,5754.0,133183
Braindogs Entertainment,11636.0,133183
YMC Films,11637.0,133183
Amicus Productions,4630.0,42455
British Broadcasting Corporation (BBC),3324.0,80709
Working Title Television,8102.0,80709
Moonlighting Films,9137.0,80709
New World Television,4608.0,26883
Les Productions du Trésor,2612.0,136403
Panache Productions,12407.0,136403
Compagnie Cinématographique Européenne,13485.0,136403
Shôchiku Eiga,5070.0,159414
Metro-Goldwyn-Mayer (MGM),8411.0,88812
Krasnoff Foster Productions,8299.0,127372
United Performers' Studio,14870.0,127372
Fellers Film,47283.0,127372
Lüthje & Schneider Filmproduktion,16051.0,60534
Cine Plus,16052.0,60534
Das Kleine Fernsehspiel (ZDF),16053.0,60534
Journeyman Pictures,2291.0,140443
Axiom Films,2816.0,140443
Goldcrest Pictures,11843.0,140443
Columbia Pictures Corporation,441.0,4868
Central Cinema Company Film,1787.0,4868
Irving Allen Productions,1788.0,4868
Avala Film,5940.0,4868
Arrete Ton Cinema,27025.0,127962
Apostle Productions,23648.0,139948
Quite Nice Pictures,10861.0,93394
Charles K. Feldman Group,1317.0,68443
Paramount Pictures,4.0,80890
Fairway International Pictures,12354.0,89924
Fairway International Pictures,12354.0,29103
Film House Bas Celik,1653.0,95775
Metro-Goldwyn-Mayer (MGM),8411.0,101557
Amber Entertainment / Drive Thru Pictures,87810.0,440145
Miramas S.A.S,87891.0,440145
Leftwood Films,87892.0,440145
Two 4 The Money Media,14987.0,89185
Disney Channel,3213.0,35558
Mandeville Films,10227.0,81250
"Bad Angels Productions, Ltd.",11072.0,81250
Keep Movieng,11193.0,140697
Kinosmith,8059.0,117978
Sepia Films,10969.0,117978
Canal Plus,104.0,150117
Paradis Films,255.0,150117
StudioCanal,694.0,150117
TF1 Films Production,3823.0,150117
Working Title Films,10163.0,150117
Anton Capital Entertainment (ACE),20664.0,150117
Ciné+,23616.0,150117
LOVEFiLM International,26387.0,150117
Starcrossed Films,57778.0,150117
New Line Cinema,12.0,124459
Benderspink,11175.0,124459
Carousel Productions,11176.0,124459
RabbitBandini Productions,8924.0,122081
Division Films,14036.0,122081
Pop Films,14531.0,122081
Radar Pictures,14718.0,122081
Muse Productions,15231.0,122081
MJZ,17719.0,122081
O' Salvation,26676.0,122081
Iconoclast,78780.0,122081
Nikolaus Geyrhalter Filmproduktion,2744.0,81225
El Deseo S.A.,11736.0,144789
Cinema Brasil Digital,64335.0,40859
Ceskoslovenský Filmexport,2330.0,72882
Vista,14686.0,72882
Filmové studio Barrandov,66848.0,72882
Howard R. Schuster,94028.0,72882
American Allied Pictures,94029.0,72882
Chris/Rose Productions,1764.0,40878
Planet Filmplays,19584.0,41030
TriStar Pictures,559.0,158011
WWE Studios,10339.0,158011
Troika Pictures,15462.0,158011
Emergency Films,15463.0,158011
Apotheosis Media Group,15464.0,158011
Amasia Entertainment,15465.0,158011
Nu Image Films,925.0,117263
Millennium Films,10254.0,117263
Universal Film Manufacturing Company,13133.0,148357
Lois Weber Productions,70274.0,148357
Epic Productions,1988.0,109425
Carlton America,2476.0,107250
Shaftesbury Films,6252.0,107250
Canadian Television (CTV),43671.0,107250
D.W. Griffith Productions,4759.0,130816
Feature Productions,13914.0,130816
Rosemont Productions International,63813.0,134806
Zeke Productions,89425.0,134806
Destination Films,769.0,84199
Samuel Goldwyn Films,9118.0,84199
Alliance,7258.0,167305
Sony Pictures Entertainment (SPE),7431.0,167305
Independent Edge FIlms,7775.0,167305
Allied Artists Pictures,4928.0,119001
Irwin Allen Productions,14024.0,119001
Metro-Goldwyn-Mayer (MGM),8411.0,30631
Trailer Park Partners,3695.0,20016
After Dark Films,3608.0,55861
Lab4 Productions,24093.0,25038
Visualeyes Productions,11624.0,146313
Velvet Spoon Productions,42002.0,146313
Blue + Green Communication,13673.0,179668
New Line Cinema,12.0,46972
Warner Bros.,6194.0,198146
Rich Vein Productions,23516.0,34496
Mutressa Movies,23318.0,117923
France 2 Cinéma,83.0,121875
FOZ,149.0,121875
Wild Bunch,856.0,121875
Mandarin Film,7839.0,121875
Worldview Entertainment,9015.0,109416
Hal Roach Studios,2159.0,100814
British Broadcasting Corporation (BBC),3324.0,45562
Sidney Kimmel Entertainment,737.0,97367
Electric City Entertainment,8600.0,97367
Verisimilitude,22632.0,97367
Trollhättan Film AB,320.0,78215
Medienboard Berlin-Brandenburg GmbH,451.0,78215
Eurimages,850.0,78215
Filmförderungsanstalt (FFA),4247.0,78215
Film Fund FUZZ,5241.0,78215
Film i Väst,6417.0,78215
Zentropa International Sweden,8288.0,78215
Zentropa International Norway,73895.0,78215
Laundry Films,13552.0,127867
HBO Films,7429.0,173153
Alabama Moon Entertainment,11194.0,51249
Faulkner-McLean Entertainment,11195.0,51249
Nick Wechsler Productions,8073.0,72710
Open Road Films,10427.0,72710
Silver Reel,12075.0,72710
Chockstone Pictures,13649.0,72710
BDI Films Inc.,91244.0,54328
Big Indie Pictures,6831.0,59419
High Treason Pictures,66349.0,59419
Wellfleet Phantasy Productions,66350.0,59419
Hemdale Film,3952.0,96404
Sagittarius Productions,18170.0,96404
Focus Features,10146.0,59441
Kinosmith,8059.0,77880
Mountainside Films,8060.0,77880
Focus Features,10146.0,144340
Reunion Pictures,3039.0,62878
Warner Bros.,6194.0,160660
Universal Pictures,33.0,219302
Excel Entertainment,2934.0,17501
Eros International,3653.0,17501
Isle of Man Film,2268.0,18034
Limelight,57801.0,18034
Hyperion Pictures,7339.0,34601
Brainstorm Media,11658.0,34601
Raaj Kamal Films International,11946.0,60579
Twentieth Century Fox Film Corporation,306.0,5686
Rankin/Bass Productions,688.0,26547
Davis Entertainment,1302.0,18843
20th Century Fox Home Entertainment,3635.0,18843
D3C Productions Ltd.,93605.0,18843
Ancla Century Films,38792.0,28067
Belén Films,93157.0,28067
Rose & Ruby Productions,3679.0,19809
BBC Earth,8090.0,75720
BBC Earth Films,59289.0,75720
Intrinsic Value Films,2828.0,158739
40 Acres & A Mule Filmworks,4319.0,127509
Eye to Eye,42189.0,63840
Screen Australia,7584.0,136698
Film Victoria,11840.0,136698
Chanticleer Films,3400.0,55144
Showtime Pictures Inc.,37014.0,55144
Production I.G.,12657.0,127544
Nippon Television Network Corporation (NTV),6755.0,91694
Capcom Company,14788.0,91694
D.N. Dream Partners,14789.0,91694
Centar Film,15165.0,148034
Filmkraft Productions Pvt. Ltd,82128.0,25516
Fairview Productions,71109.0,55663
Channel Four Films,181.0,87090
London-Cannon Films,6231.0,87090
Golan-Globus Productions,13549.0,87090
Comique Film Company,5710.0,51355
TriStar Pictures,559.0,109428
Ghost House Pictures,768.0,109428
