name,id_production_companies,id_movies
TF1 Films Production,3823.0,10027
EuropaCorp,6896.0,10027
Qian Yian International,66739.0,10027
Danny the Dog Prods Ltd.,66740.0,10027
Televisión Española (TVE),6639.0,43429
Tornasol Films,7680.0,43429
Canal+ España,9335.0,43429
A.V.H. San Luis,30289.0,43429
Adolfo Aristarain,30290.0,43429
Compagnia Cinematografica Champion,10000.0,19413
Alliance Films,2514.0,11139
DisneyToon Studios,5391.0,10837
Metro-Goldwyn-Mayer (MGM),8411.0,32610
Kim Ki-Duk Film,684.0,1279
Lucasfilm,1.0,1895
Universal Pictures,33.0,9981
New Line Cinema,12.0,4379
Spring Creek Productions,705.0,4379
BenderSpink,6363.0,4379
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,12067.0,4379
First Artists,4376.0,31200
Warner Bros.,6194.0,31200
Sweetwall,14568.0,31200
Paramount Pictures,4.0,37215
Paradise Films,10645.0,56946
Amka Films Productions,71818.0,56946
Dulciné Films,81974.0,56946
BBC Worldwide,3164.0,11019
BBC Natural History,45786.0,11019
Greenlight Media AG,45787.0,11019
Universal Pictures,33.0,28423
Lux Film,1679.0,20271
Vides Cinematografica,12111.0,20271
Galatea Film,12240.0,20271
RKO Radio Pictures,6.0,29872
First Films,14104.0,85014
China Film Co-Production Corporation,2269.0,34856
China International Entertainment Limited,76810.0,34856
Astoria Films Distribution Ltd.,76811.0,34856
Revolution Films,163.0,27
Paramount Pictures,4.0,16373
LJ Film,139.0,25649
Prime Entertainment,12743.0,25649
Fortissimo Films,1615.0,19398
Nederlands Fonds voor de Film,4508.0,19398
Vrijzinnig Protestantse Radio Omroep (VPRO),8659.0,19398
Stimuleringsfonds Nederlandse Culturele Omroepproducties,30966.0,19398
Spaghetti Film,53823.0,19398
Co-Productiefonds Binnenlandse Omroep,53824.0,19398
Loew's,1460.0,43506
Metro-Goldwyn-Mayer (MGM),8411.0,43506
DreamWorks SKG,27.0,953
Pacific Data Images (PDI),520.0,953
DreamWorks Animation,521.0,953
New South Wales Film & Television Office,418.0,16605
Fortissimo Films,1615.0,16605
Showtime Australia,2948.0,16605
Red Carpet Productions,5668.0,16605
Australian Film Finance Corporation (AFFC),8724.0,16605
Twentieth Century Fox Film Corporation,306.0,42268
Elliott Kastner Productions,14391.0,42268
Morgan Creek Productions,10210.0,12700
Paramount Pictures,4.0,9291
Columbia Pictures Corporation,441.0,9291
MTV Films,746.0,9291
Happy Madison Productions,2608.0,9291
Callahan Filmworks,60378.0,9291
New Line Cinema,12.0,34309
Ivory Way Productions,5441.0,34309
Miramax Films,14.0,921
Imagine Entertainment,23.0,921
Universal Pictures,33.0,921
Parkway Pictures (I),631.0,921
Touchstone Pictures,9195.0,921
DiNovi Pictures,813.0,9779
Alcon Entertainment,1088.0,9779
Alloy Entertainment,10067.0,9779
Columbia Pictures,5.0,9787
TriStar Pictures,559.0,9787
Gimages,148.0,16932
Canal+,5358.0,16932
Région Ile-de-France,11246.0,16932
Les Films Pelléas,12389.0,16932
France 2 Cinéma,15671.0,16932
Centre National de la Cinématographie (CNC),18367.0,16932
Gimages Développement,20366.0,16932
Glem Production,28400.0,16932
Tovo Films,28401.0,16932
9.14 Pictures,4274.0,23825
A%26E IndieFilms,4275.0,23825
Weed Road Pictures,433.0,787
Summit Entertainment,491.0,787
Regency Enterprises,508.0,787
Epsilon Motion Pictures,1171.0,787
New Regency Pictures,10104.0,787
Troublemaker Studios,10807.0,14199
Lionsgate,1632.0,10226
Alexandre Films,2926.0,10226
EuropaCorp,6896.0,10226
Paramount Pictures,4.0,21295
Iblis Films,7005.0,56321
Home Box Office (HBO),3268.0,47945
Home Box Office (HBO),3268.0,13935
Citadel Entertainment,3559.0,13935
A Band Apart,59.0,20941
Lawrence Bender Productions,2253.0,20941
Altavista Films,5084.0,20941
MUVI Films,28334.0,20941
Santo Domingo Films,84497.0,20941
Organización Santo Domingo,84498.0,20941
Toho Film (Eiga) Co. Ltd.,622.0,18289
Twentieth Century Fox Film Corporation,306.0,43471
Granada Television,14063.0,65579
Columbia Pictures,5.0,3011
Metro-Goldwyn-Mayer (MGM),8411.0,11620
London Film Productions,659.0,43354
British Lion Film Corporation,660.0,43354
DC Comics,429.0,272
Legendary Pictures,923.0,272
Warner Bros.,6194.0,272
DC Entertainment,9993.0,272
Syncopy,9996.0,272
Patalex III Productions Limited,19231.0,272
Toho Film (Eiga) Co. Ltd.,622.0,15767
Why Not Productions,729.0,44524
Rhône-Alpes Cinéma,1666.0,44524
France 2 Cinéma,15671.0,44524
Centre National de la Cinématographie (CNC),18367.0,44524
Universal Pictures,33.0,15648
Merchant Ivory Productions,2370.0,29080
Front Street Pictures,3958.0,10274
Alliance Atlantis Communications,803.0,25248
Amaze Film + Television,15689.0,25248
Running Miracles Productions,64570.0,25248
Walt Disney Pictures,2.0,11451
Robert Simonds Productions,3929.0,11451
GreeneStreet Films,2152.0,25312
UK Film Council,2452.0,25312
Studio Fierberg,14731.0,25312
Adventure Pictures,36765.0,25312
Universal Pictures,33.0,11683
Atmosphere Entertainment MM,2995.0,11683
Romero-Grunwald Productions,55518.0,11683
Exception Wild Bunch,55519.0,11683
Columbia Pictures Corporation,441.0,9722
Red Wagon Entertainment,14440.0,9722
Bewitched,84893.0,9722
David LaChapelle Studios,1050.0,2287
HSI Productions,1051.0,2287
Darkfibre Entertainment Ltd.,1052.0,2287
Got Films,1053.0,2287
Pioneer Pictures Corporation,10974.0,43888
Paramount Pictures,4.0,2994
Dino de Laurentiis Cinematografica,1216.0,2994
Marianne Productions,1497.0,2994
Paramount Pictures,4.0,76094
IFC Films,307.0,1382
Sogecine,692.0,9534
Digital +,93163.0,9534
Planet Pictures,93164.0,9534
Applause Pictures,5346.0,33908
Intrinsic Value Films,2828.0,9976
Satan's Little Company LLC,60626.0,9976
Y3 Film,121.0,276
Coop 99,122.0,276
Südwestrundfunk,124.0,276
Arte,201.0,276
Metro-Goldwyn-Mayer (MGM),8411.0,28000
Twentieth Century Fox Film Corporation,306.0,38731
RKO Radio Pictures,6.0,25876
Stanley Kramer Productions,893.0,93775
Gruppo Minerva International,8344.0,38046
Film Fund Luxembourg,11776.0,38046
ApolloProScreen,992.0,2151
Universal Pictures,33.0,42491
De Haven Productions,1953.0,42491
The Associates & Aldrich Company,2595.0,42491
Svensk Filmindustri (SF),6181.0,42488
Warner Bros.,6194.0,120747
Warner Bros.,6194.0,26323
Imagine Entertainment,23.0,12574
Universal Pictures,33.0,12574
RainCity Productions,22957.0,115565
SC Entertainment International,22958.0,115565
Metro-Goldwyn-Mayer (MGM),8411.0,22968
Columbia Pictures,5.0,31901
Touchstone Pictures,9195.0,28455
RKO Radio Pictures,6.0,15938
City Heat Productions,1164.0,2095
Sagg Main Productions,34206.0,2095
Prufrock Pictures,34207.0,2095
Pretty Pictures,8875.0,18503
Metro-Goldwyn-Mayer (MGM),8411.0,22553
Metro-Goldwyn-Mayer (MGM),8411.0,26762
Coproducción GB - USA - Francia - Alemania - Italia- Rumanía,61312.0,34308
Loew's,1460.0,43809
Metro-Goldwyn-Mayer (MGM),8411.0,43809
Miramax Films,14.0,11588
Dimension Films,7405.0,11588
MDP Worldwide,10828.0,11588
RCD Productions Ltd.,23628.0,11588
Paramount Pictures,4.0,74
DreamWorks SKG,27.0,74
Cruise/Wagner Productions,44.0,74
Amblin Entertainment,56.0,74
New South Wales Film Corp.,14590.0,16659
Margaret Fink Productions,37553.0,16659
Greater Union Organisation (GUO),38670.0,16659
Toho Film (Eiga) Co. Ltd.,622.0,39464
Toho Company,882.0,39464
Universal Pictures,33.0,28270
Lowndes Productions Limited,1802.0,4889
Wild Bunch,856.0,1667
Canal+,5358.0,1667
Buena Vista International Film Production France,7658.0,1667
Alliance de Production Cinematographique (APC),8661.0,1667
L'Institut Polare Français Paul-Émile Victor,66329.0,1667
National Geographic Films,66330.0,1667
Bonne Pioche,66331.0,1667
CinéCinéma,6301.0,78293
Arte France Cinéma,6916.0,78293
Centre National de la Cinématographie (CNC),18367.0,78293
Natan Productions,25005.0,78293
Sequoia Productions,14665.0,18257
Sequoin Films,16736.0,18257
Twentieth Century Fox Film Corporation,306.0,7233
Robert Simonds Productions,3929.0,7233
Runteldat Entertainment,73956.0,7233
United King Films,16.0,78344
Rabinovich Film Fund Cinema Project,24477.0,78344
Columbia Pictures,5.0,73376
Kinostudiya ''Mosfilm'',21275.0,73376
Vertigo Entertainment,829.0,9009
Touchstone Pictures,9195.0,9009
Post No Bills Films,49696.0,9009
Pandemonium Productions,49697.0,9009
Why Not Productions,729.0,1553
Twentieth Century Fox Film Corporation,306.0,9738
1492 Pictures,436.0,9738
Constantin Film Produktion,5755.0,9738
Marvel Enterprises,19551.0,9738
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,26149.0,9738
Thinkfilm,446.0,14278
Sveriges Television (SVT),3221.0,55650
Shooting Gallery,1596.0,125360
New Line Cinema,12.0,9522
Tapestry Films,870.0,9522
Avery Pix,1565.0,9522
Lions Gate Films,35.0,14922
Hanna-Barbera Productions,1353.0,77593
American International Pictures (AIP),9266.0,77593
Universal Pictures,33.0,17599
The Filmakers Group,12277.0,17599
Warner Bros.,6194.0,26654
StudioCanal,694.0,1826
TPS Cinéma,884.0,1826
Lunar Films,2568.0,1826
Canal+,5358.0,1826
Ce Qui Me Meut Motion Pictures,10572.0,1826
France 2 Cinéma,15671.0,1826
Zebra Films,1664.0,43100
Société Nouvelle des Établissements Gaumont (SNEG),22396.0,43100
Theodora Productions,4389.0,21886
Metro-Goldwyn-Mayer (MGM),8411.0,21886
Universal International Pictures (UI),10330.0,84079
RKO Radio Pictures,6.0,43367
Winchester Pictures Corporation,13987.0,43367
Canal+,5358.0,36401
Canal+ Polska,6476.0,36401
Centre National de la Cinématographie (CNC),18367.0,36401
TAO Film,473.0,38516
Le Studio Canal+,183.0,14646
Téléma Productions,885.0,14646
France 2 Cinéma,45970.0,14646
MTV Films,746.0,10476
Palace Pictures,927.0,11309
British Screen Productions,12745.0,11309
Wicked Films,21443.0,11309
Universal Pictures,33.0,34012
RKO Radio Pictures,6.0,21366
Mercury Productions,11447.0,21366
Universal Pictures,33.0,31063
StudioCanal,694.0,31063
Working Title Films,10163.0,31063
WT2 Productions,10462.0,31063
DreamWorks SKG,27.0,1635
Warner Bros.,6194.0,1635
Parkes/MacDonald Productions,11084.0,1635
Paramount Pictures,4.0,13341
Lions Gate Films,35.0,1696
Cinerenta Medienbeteiligungs KG,995.0,1696
Firm Films,1838.0,1696
Cinelamda Internationale Filmproduktionsgesellschaft,45966.0,1696
HBO Films,7429.0,1665
Picturehouse Entertainment,11486.0,1665
Pie Films Inc.,13507.0,1665
Alta Films,8369.0,9775
Tesela Producciones Cinematográficas,22505.0,9775
Walt Disney Pictures,2.0,11459
Gunn Films,3538.0,11459
Max Stronghold Productions Inc.,56980.0,11459
Laura Ziskin Productions,326.0,10048
Original Film,333.0,10048
Columbia Pictures Corporation,441.0,10048
Phoenix Pictures,11317.0,10048
AFG Talons Productions,19523.0,10048
Team Todd,598.0,11648
Warner Bros.,6194.0,11648
Ubu Productions,46108.0,11648
Mighty Cheese Productions,3516.0,15258
Bud Yorkin Productions,57043.0,123049
Columbia Pictures Corporation,441.0,42719
Everglades Productions,19877.0,42719
Russ-Arts,14220.0,72899
Paramount Pictures,4.0,57866
Troma Entertainment,3052.0,10542
Village Roadshow Productions,173.0,12497
Greek Film Center,7254.0,12497
FilmNet,18395.0,12497
Channel Four Films,181.0,5237
Palace Pictures,927.0,5237
Shadow Theatre Films,6282.0,5237
British Screen Productions,12745.0,5237
777 Films Corporation,3383.0,37632
Universal Pictures,33.0,16320
Barry Mendel Productions,17032.0,16320
Noble Media,13442.0,193661
United Producers,4470.0,12259
Ramesh Sippy Entertainment,14516.0,12259
Sholay Media & Entertainment,67523.0,12259
Sippy Films,67524.0,12259
Bac Films,208.0,308
Focus Features,10146.0,308
Five Roses,22456.0,308
Golden Harvest Company,2521.0,25074
Golden Way Films Ltd.,3054.0,25074
Bhansali Films,1892.0,5319
Warner Bros.,6194.0,27449
Twentieth Century Fox Film Corporation,306.0,85783
Bert E. Friedlob Productions,3754.0,85783
Javelin Films,17339.0,39946
Twentieth Century Fox Film Corporation,306.0,54139
Wild Bunch,856.0,26579
Pretty Dangerous Films,2217.0,26579
Departure Entertainment,2989.0,26579
Departure Studios,2990.0,26579
Artist Film,6346.0,26579
Above All Things Inc,12924.0,26579
Muse Productions,15231.0,26579
Metro Tartan Distribution Ltd.,23630.0,26579
Minerva Picture Company Ltd.,23631.0,26579
Snowfall Films,23632.0,26579
Lions Gate Films,35.0,18882
Artisan Entertainment,2188.0,18882
Marvel Enterprises,19551.0,18882
Herman Cohen Productions,14093.0,42689
Village Roadshow Pictures,79.0,6519
Gerber Pictures,975.0,6519
Warner Bros.,6194.0,6519
WV Films III,12202.0,6519
Lawrence Bender Productions,2253.0,13919
El Camino Pictures,2839.0,13919
Go Fish Pictures,2840.0,13919
Tres Malandros,91181.0,25956
Columbia Pictures Corporation,441.0,11453
Out of the Blue... Entertainment,879.0,11453
Happy Madison Productions,2608.0,11453
Universal Pictures,33.0,9913
MFPV Film,69.0,9913
Double Feature Films,215.0,9913
ShadowCatcher Entertainment,12269.0,9913
Daniel Bobker Productions,12270.0,9913
Brick Dust Productions LLC,12271.0,9913
Paramount Pictures,4.0,8292
Di Bonaventura Pictures,435.0,8292
Lawrence Bender Productions,2253.0,13922
Marty Katz Productions,12552.0,13922
Paramount Classics,2315.0,24461
Seven Arts Pictures,14159.0,24461
REN-Mar Studios,8819.0,14166
Prospect Pictures,8820.0,14166
Discovery Docs,274.0,501
Ital-Noleggio Cinematografico,4990.0,31542
RAI Radiotelevisione Italiana,20091.0,31542
Nick Stagliano,63714.0,18165
Cinema Center Films,3070.0,27292
Twentieth Century Fox Film Corporation,306.0,57103
Columbia Pictures,5.0,41279
Normandy Productions,15263.0,41279
Twentieth Century Fox Film Corporation,306.0,32051
Saber Productions,14148.0,32051
Show East,399.0,37284
Columbia TriStar,177.0,37254
Home Box Office (HBO),3268.0,37254
Creature Features Productions LLC,23188.0,37254
Alphaville Films,11462.0,18976
USA Cable Network,36821.0,18976
Attila Productions,36829.0,18976
Michael R. Joyce Productions,36830.0,18976
Oceania Produzioni Internazionali Cinematografiche,1798.0,42741
Euro International Film (EIA),8930.0,42741
rusty bear entertainment,87986.0,25975
lucky crow films,87987.0,25975
TriStar Pictures,559.0,17824
NWR Film Productions,12413.0,11328
RKO Radio Pictures,6.0,108348
John Wells Productions,1512.0,15907
Pandora Pictures,5329.0,15907
Gaylord Films,5367.0,15907
Warner Bros.,6194.0,15907
Columbia Pictures Corporation,441.0,68850
Transcontinental Films,1723.0,68850
Robert Laffont Productions,82035.0,68850
Pyramide Productions,186.0,46825
Passion Pictures,11594.0,46825
France 2 Cinéma,15671.0,46825
Huit et Demi Productions,22848.0,46825
Zeal S.r.l.,22849.0,46825
Monogram Pictures,4395.0,22965
Halas and Batchelor Cartoon Films,3626.0,11848
Winterfilm Collective,5498.0,34921
Vietnam Veterans Against the War,5499.0,34921
Winterfilm Inc.,5500.0,34921
United Artists,60.0,25199
Trans World Entertainment,1969.0,25199
Metro-Goldwyn-Mayer (MGM),8411.0,53857
Making Movies,71702.0,306323
Pacific Western,1280.0,52660
HBO,6068.0,52660
HBO Films,7429.0,52660
ITC Films,76194.0,85420
Metro-Goldwyn-Mayer (MGM),8411.0,43313
SLB Films Pvt. Ltd.,3170.0,31977
Applause Bhansali Productions,34087.0,31977
Applause Entertainment Ltd.,34088.0,31977
Universal Pictures,33.0,6957
Apatow Productions,10105.0,6957
British National Films,14197.0,79684
Alpine Pictures,10397.0,16764
Scary Movies LLC,10398.0,16764
Toolbox Murders Inc.,74797.0,16764
Toolbox Films,74798.0,16764
DreamWorks SKG,27.0,11460
Craven-Maddalena Films,1600.0,11460
BenderSpink,6363.0,11460
Dry County Films,3347.0,33459
Ashton Productions,11982.0,14674
Red Chillies Entertainment,2343.0,14134
Eros International,3653.0,14134
Yash Raj Films,1569.0,19404
Twentieth Century Fox Film Corporation,306.0,94529
Les Films du Losange,223.0,445
Wega Film,224.0,445
BIM Distribuzione,225.0,445
Centre National de la Cinématographie,310.0,445
Filmstiftung Nordrhein-Westfalen,315.0,445
France 3 Cinéma,591.0,445
Eurimages,850.0,445
Bavaria Film,1704.0,445
Canal+,5358.0,445
Studio Canal,5870.0,445
Arte France Cinéma,6916.0,445
Westdeutscher Rundfunk (WDR),7025.0,445
Filmfonds Wien,10273.0,445
ORF Film/Fernseh-Abkommen,11388.0,445
Österreichisches Filminstitut,11389.0,445
Xaloc,2465.0,74840
Flamenco Films S.A.,7007.0,74840
Canal+ España,9335.0,74840
Sogepaq,11955.0,74840
Creativos Asociados de Radio y Televisión (CARTEL),42542.0,74840
Cecchi Gori Group Tiger Cinematografica,371.0,9564
AMLF,1869.0,9564
Canal+,5358.0,9564
Bavaria Entertainment,23493.0,9564
High Road,3066.0,102081
Mosfilm,5120.0,20874
Golden Harvest Company,2521.0,37185
Tag Entertainment,2636.0,17186
Vanguard Films,614.0,14175
Scanbox,8992.0,14175
The Weinstein Company,308.0,4442
Summit Entertainment,491.0,4442
Atlas Entertainment,507.0,4442
Mosaic Media Group,748.0,4442
Reforma Films,1649.0,4442
Dimension Films,7405.0,4442
Metro-Goldwyn-Mayer (MGM),8411.0,4442
Revolution Sun Studios,76043.0,4442
Columbia Pictures,5.0,59882
Monogram Pictures,4395.0,22741
Banner Productions,14040.0,22741
R&C Produzioni,19385.0,44413
Teodora Film,65361.0,44413
La Pasionaria S.r.l.,67703.0,44413
Gimages Développement,20366.0,65513
IFC Films,307.0,13169
IFC Productions,26468.0,13169
Lakeshore Entertainment,126.0,9042
Cinerenta Medienbeteiligungs KG,995.0,9042
Screen Gems,3287.0,9042
Cineblue Internationale Filmproduktionsgesellschaft,26032.0,9042
City Productions,26033.0,9042
Lakeshore Entertainment,126.0,17926
Intermedia Films,763.0,17926
Cinerenta Medienbeteiligungs KG,995.0,17926
Thats Hollywood,2374.0,15022
Green Diamond Entertainment,21024.0,15022
Ten Deeds,21025.0,15022
Bill Civitella/Todd Zeile Production,21026.0,15022
Studio Babelsberg,264.0,1985
Epsilon Motion Pictures,1171.0,1985
UK Film Council,2452.0,1985
Scion Films,7419.0,1985
Focus Features,10146.0,1985
Blue Sky Films,33680.0,1985
Potboiler Productions,36615.0,1985
Twentieth Century Fox Film Corporation,306.0,9335
Current Entertainment,972.0,9335
TF1 Films Production,3823.0,9335
Canal+,5358.0,9335
TPS Star,6586.0,9335
EuropaCorp,6896.0,9335
Sea Side Films Florida Inc.,95342.0,9335
DreamWorks SKG,27.0,9007
UIP,135.0,9007
MacDonald/Parkes Productions,384.0,9007
Miramax Films,14.0,9777
Endgame Entertainment,1205.0,9777
Hart-Sharp Entertainment,11351.0,9777
Saturn Films,831.0,1830
Ascendant Pictures,1204.0,1830
Endgame Entertainment,1205.0,1830
Entertainment Manufacturing Company,1206.0,1830
Rising Star,1208.0,1830
Copag V,21938.0,1830
Collision Entertainment,2179.0,7182
Outerbanks Entertainment,2180.0,7182
Dimension Films,7405.0,7182
Universal Pictures,33.0,10092
Stillking Films,11345.0,340
Warner Independent Pictures (WIP),11509.0,340
Big Beach Films,12808.0,340
Telegraph Films,54285.0,340
Sony Pictures Classics,58.0,1546
Bob Yari Productions,12260.0,1546
Andrew Lauren Productions (ALP),19194.0,15155
Twentieth Century Fox Film Corporation,306.0,78734
Darryl F. Zanuck Productions,13630.0,78734
Paramount Pictures,4.0,51277
Dan Films,1854.0,61675
Euro American Films S.A.,15499.0,61675
Marianna Films,42263.0,61675
20th Century Fox Television,1556.0,65215
Fuzzy Door Productions,8789.0,65215
Cannon Group,1444.0,17386
Cannon Films,4110.0,17386
Metro-Goldwyn-Mayer (MGM),8411.0,17386
Velvet Film,1793.0,16374
CINEFACTO,3186.0,16374
HBO Films,7429.0,16374
Golden Way Films Ltd.,3054.0,10753
Paragon Films Ltd.,3055.0,10753
Productions Sigma,14550.0,27053
Paramount Pictures,4.0,30230
China Film Group Corporation (CFGC),14714.0,11636
Joe Rock Productions,25630.0,44407
Columbia Pictures Corporation,441.0,43529
Metro-Goldwyn-Mayer (MGM),8411.0,22575
Tritone Cinematografica,1818.0,61044
Terra-Filmkunst,4784.0,61044
Atlántida Films,10453.0,61044
Paramount Pictures,4.0,1676
Bizarre Productions,4699.0,27645
Palladium Film,9079.0,34181
Shaw Brothers,5798.0,26259
RKO Radio Pictures,6.0,77744
Di Bonaventura Pictures,435.0,8814
John Wells Productions,1512.0,8814
Reaper Productions,2539.0,8814
Stillking Films,11345.0,8814
Babelsberg Film,19481.0,8814
Doom Productions,19922.0,8814
Distant Planet Productions,19923.0,8814
New Line Cinema,12.0,9923
Davis-Films,342.0,9923
Metropolitan Filmexport,656.0,9923
Scott Free Productions,1645.0,9923
Domino 17521,56181.0,9923
L.I.F.T. Production,1305.0,7553
Eden Rock Media,2273.0,7553
Paramount Pictures,4.0,8202
Lakeshore Entertainment,126.0,8202
MTV Films,746.0,8202
Colossal Pictures,6041.0,8202
Valhalla Motion Pictures,11533.0,8202
MTV Productions,11534.0,8202
A.J. Films,1325.0,3118
Miramax Films,14.0,1947
Revolution Studios,497.0,1947
Persistent Entertainment,810.0,1947
Initial Entertainment Group (IEG),7380.0,1947
The Ladd Company,7965.0,1947
Kalis Productions GmbH & Co. Zweite KG,20376.0,1947
Unfinished Films,20377.0,1947
New Line Cinema,12.0,9074
Tohokushinsha Film,12387.0,16133
Werner Herzog Filmproduktion,843.0,10319
Zweites Deutsches Fernsehen (ZDF),4606.0,10319
Paramount Pictures,4.0,28001
Memfis Film,321.0,49220
Film i Väst,6417.0,49220
Columbia Pictures,5.0,42168
Rastar Films,1177.0,42168
Tartan Works Ltd.,75045.0,29656
Lakeshore Entertainment,126.0,8643
Firm Films,1838.0,8643
Screen Gems,3287.0,8643
Imagine Entertainment,23.0,9315
Touchstone Pictures,9195.0,9315
Warner Bros.,6194.0,3933
Tim Burton Productions,8601.0,3933
Laika Entertainment,11537.0,3933
Patalex Productions,57751.0,3933
Odd Lot Entertainment,3263.0,8923
New Line Cinema,12.0,59
DC Comics,429.0,59
BenderSpink,6363.0,59
R.P. Productions,355.0,257
ETIC Films,2979.0,257
Runteam III Ltd.,6732.0,257
Walt Disney Pictures,2.0,15487
Sony Pictures Classics,58.0,398
Cooper's Town Productions,213.0,398
Eagle Vision Inc.,214.0,398
Manitoba Film and Video Production Tax Credit,11715.0,398
Province of British Columbia Production Services Tax Credit,12200.0,398
Infinity Media,54280.0,398
A-Line Pictures,54281.0,398
RKO Radio Pictures,6.0,18651
Columbia Pictures Corporation,441.0,30941
Robert M. Weitman Productions,15176.0,30941
Baa-Ram-Ewe,4206.0,10254
Sahamongkolfilm Co.,4207.0,10254
Square Enix,10038.0,647
Bac Films,208.0,349
Fox Searchlight Pictures,43.0,14544
Columbia Pictures Corporation,441.0,11968
Mandalay Pictures,551.0,11968
Metro-Goldwyn-Mayer (MGM),8411.0,11968
Destination Films,769.0,14517
"Jim Henson Company, The",6254.0,14517
Ex Nihilo,3307.0,33623
Ateliers de Baere,12030.0,33623
Blue Light,28064.0,33623
Coproduction Office,6505.0,31227
Hubert Bals Fund,13413.0,31227
Filmocom,89506.0,31227
Cineriz,9387.0,56518
Rizzoli Film,12778.0,56518
Lakeshore Entertainment,126.0,17209
Media Pro Pictures,3244.0,17209
Redbus Pictures,20451.0,17209
Lakeshore International,53458.0,17209
Madhouse Productions,53459.0,17209
Skyline Films,2055.0,10087
Vertigo Productions,2756.0,10087
France 2 Cinéma,15671.0,10087
Universum Film (UFA),12372.0,11627
Danmarks Radio (DR),119.0,34870
Aardman Animations,297.0,533
DreamWorks Animation,521.0,533
Boram Entertainment Inc.,2965.0,10703
Film Workshop,3618.0,10703
Mandarin Films Distribution Co.,4054.0,10703
Beijing Ciwen Digital Oriental Film & TV Production Co.,4617.0,10703
City Glory Pictures Ltd.,5637.0,10703
Silver Pictures,1885.0,5236
Warner Bros.,6194.0,5236
B.O.M. Film Productions Co.,3616.0,11344
Applause Pictures,5346.0,9060
Zespół Filmowy TOR,38.0,31056
Warner Bros.,6194.0,43807
Magnolia Pictures,1030.0,14788
Extension 765,8850.0,14788
Téléfilm Canada,806.0,5471
Spice Factory,1071.0,5471
Endgame Entertainment,1205.0,5471
Movision,1727.0,5471
The Film Works,11065.0,5471
Union Station Media,25469.0,5471
Icelandic Film Corporation,25470.0,5471
Filmové Studio Barrandov,1931.0,46315
Paramount Pictures,4.0,36498
Touchstone Pictures,9195.0,9763
Milkshake Films,17491.0,9763
Hargitay & Hargitay Pictures in Motion,17492.0,9763
Charlie Guidance,45004.0,30082
Flux Films,54034.0,30082
High Line Productions,54035.0,30082
Tiny Dancer Films,54036.0,30082
Filmquadrat,80156.0,56475
Avenue Pictures Productions,251.0,24019
Panorama Films,5561.0,24019
HBO Films,7429.0,24019
Showtime Networks,4343.0,15058
New Century Entertainment Corporation,10165.0,10017
Alliance Entertainment,10166.0,10017
Turbo Productions,59346.0,10017
Celluloid Dreams,860.0,10475
Bulbul Films,4227.0,10475
Canal+,5358.0,10475
MBP (Germany),10791.0,10475
Maran Film,1627.0,1559
V.M. Productions,1628.0,1559
Sony Pictures Classics,58.0,3527
Reverse Angle International,742.0,3527
Océanic Films,1166.0,3527
Road Movies Filmproduktion,8366.0,3527
ZDF/Arte,11237.0,3527
Recorded Picture Company (RPC),11561.0,3527
Reverse Angle Pictures (II),14675.0,3527
EuroArts Medien AG,14676.0,3527
Network Movie Film-und Fernsehproduktion,14677.0,3527
Wim Wenders Stiftung,36229.0,3527
Warner Bros.,6194.0,27974
Fox 2000 Pictures,711.0,11931
Deuce Three Productions,812.0,11931
Scott Free Productions,1645.0,11931
Matila Röhr Productions (MRP),5240.0,32990
Film i Skåne,12477.0,32990
Omega Film & Television,66910.0,32990
Filmlance International AB,2669.0,17010
Kinoproduction Oy,3761.0,17010
Allied Artists Pictures,4928.0,27759
Samuel Bronston Productions,10253.0,27759
Anchor Bay Entertainment,16839.0,21838
Chartwell,40806.0,26513
Francoise,40807.0,26513
Metro-Goldwyn-Mayer (MGM),8411.0,43110
Destination Films,769.0,10707
Samuel Goldwyn Films,9118.0,10707
Sony Pictures International,63520.0,10707
Universal Pictures,33.0,9910
Morgan Creek Productions,10210.0,9910
DNA Films,284.0,38583
UK Film Council,2452.0,38583
Celador Films,3573.0,38583
Svenska Filminstitutet (SFI),7446.0,77468
Sonet Film AB,7937.0,77468
Film i Skåne,12477.0,77468
Dansk Skalle HB,17560.0,77468
Energia Productions,5760.0,15493
Metro-Goldwyn-Mayer (MGM),8411.0,53864
River Road Entertainment,1246.0,142
Alberta Film Entertainment,3997.0,142
Focus Features,10146.0,142
Good Machine,10565.0,142
Paramount Pictures,4.0,9621
Cruise/Wagner Productions,44.0,9621
Vinyl Films,485.0,9621
KMP Film Invest,20157.0,9621
Warner Bros.,6194.0,9701
Participant Media,6735.0,9701
Nick Wechsler Productions,8073.0,9701
Farabi Cinema Foundation,79260.0,45899
2929 Productions,846.0,3291
Participant Productions,2030.0,3291
Warner Independent Pictures (WIP),11509.0,3291
Davis Films,14175.0,3291
Section Eight Productions,14315.0,3291
Redbus Pictures,20451.0,3291
Tohokushinsha,51850.0,3291
Paramount Pictures,4.0,34662
Paramount,6033.0,34662
DreamWorks SKG,27.0,12920
Hyde Park Entertainment,13816.0,12920
StudioCanal,694.0,56798
Eurimages,850.0,56798
Rai Cinema,2683.0,56798
Taurus Produktion,8179.0,56798
Boyana Film,15567.0,56798
Cinemaundici,28699.0,56798
